image_name,scene,pitch,yaw,altitude,pred_error,ref_type,strategy,matching_method,inlier_count,retrieval_time,match_time,pnp_time,total_time
DJI_20240917112533_0416_D.JPG,QZ_Town,-89.5,93.5,112.5,3.284847083938128,HIGH,TopN_Re-rank,RoMa,1005,0.014137490411822716,"[0.6525602340698242, 0.6928935050964355, 0.8514163494110107, 1.0916178226470947, 0.7570290565490723]","[0.00999760627746582, 0.009000778198242188, 0.00998830795288086, 0.010001897811889648, 0.013997316360473633]",5.684303522109985
DJI_20240917112535_0417_D.JPG,QZ_Town,-89.5,93.5,112.5,6.560228447680669,HIGH,TopN_Re-rank,RoMa,351,0.01448964804745792,"[0.6210086345672607, 0.6616358757019043, 0.6813137531280518, 0.6859099864959717, 0.8623130321502686]","[0.010999441146850586, 0.012000083923339844, 0.011999845504760742, 0.010999917984008789, 0.008998870849609375]",5.177457809448242
DJI_20240917112537_0418_D.JPG,QZ_Town,-89.5,95.7,112.5,3.439263895863704,HIGH,TopN_Re-rank,RoMa,647,0.014244805100143598,"[0.7344343662261963, 0.6648478507995605, 0.7455062866210938, 0.6841447353363037, 0.7533202171325684]","[0.009557247161865234, 0.012000083923339844, 0.010997533798217773, 0.009997367858886719, 0.011003494262695312]",5.267790079116821
DJI_20240917112539_0419_D.JPG,QZ_Town,-89.5,94.5,112.5,3.8943165221475566,HIGH,TopN_Re-rank,RoMa,795,0.01498719103196088,"[0.8141109943389893, 0.6831626892089844, 0.6157357692718506, 0.6110076904296875, 0.6107730865478516]","[0.01154470443725586, 0.026566743850708008, 0.010998964309692383, 0.011005401611328125, 0.012000322341918945]",5.031962633132935
DJI_20240917112540_0420_D.JPG,QZ_Town,-89.5,95.5,112.5,6.4394782458581155,HIGH,TopN_Re-rank,RoMa,846,0.014805337434173912,"[0.6377933025360107, 0.7619993686676025, 0.6225228309631348, 0.6012589931488037, 0.9383289813995361]","[0.010000467300415039, 0.01000070571899414, 0.009999513626098633, 0.010000228881835938, 0.013001680374145508]",5.285056829452515
DJI_20240917112542_0421_D.JPG,QZ_Town,-89.5,95.5,112.5,4.005600626258301,HIGH,TopN_Re-rank,RoMa,771,0.014822683026713709,"[0.6188454627990723, 0.7446005344390869, 0.6052663326263428, 0.6061224937438965, 0.7308094501495361]","[0.009001493453979492, 0.013997793197631836, 0.012000322341918945, 0.010999202728271484, 0.018001556396484375]",5.103749513626099
DJI_20240917112544_0422_D.JPG,QZ_Town,-89.5,95.7,112.6,3.116991562171579,HIGH,TopN_Re-rank,RoMa,1093,0.014772433106617262,"[0.7346680164337158, 0.7382144927978516, 0.6880438327789307, 0.7288198471069336, 0.7295467853546143]","[0.013000249862670898, 0.012999296188354492, 0.012001752853393555, 0.011998414993286133, 0.012000799179077148]",5.472655534744263
DJI_20240917112545_0423_D.JPG,QZ_Town,-89.5,95.7,112.5,3.439130767479142,HIGH,TopN_Re-rank,RoMa,1163,0.014634088803363103,"[0.8928127288818359, 0.750335693359375, 0.8537049293518066, 0.9127101898193359, 0.6845488548278809]","[0.010996580123901367, 0.011001348495483398, 0.010008096694946289, 0.013997077941894531, 0.009999990463256836]",5.8537375926971436
DJI_20240917112547_0424_D.JPG,QZ_Town,-89.5,95.4,112.5,3.1353768105730015,HIGH,TopN_Re-rank,RoMa,1105,0.014417343242194063,"[0.879629373550415, 0.7608680725097656, 0.7816648483276367, 0.7919175624847412, 0.632516622543335]","[0.011002302169799805, 0.01299738883972168, 0.011001110076904297, 0.009000778198242188, 0.011999845504760742]",5.610566139221191
DJI_20240917112549_0425_D.JPG,QZ_Town,-89.5,95.4,112.5,2.612753211705861,HIGH,TopN_Re-rank,RoMa,1195,0.01377942741558116,"[0.9020919799804688, 0.7408568859100342, 0.9049139022827148, 0.8072960376739502, 0.6875238418579102]","[0.014996528625488281, 0.017999649047851562, 0.01500082015991211, 0.01000213623046875, 0.012003660202026367]",5.701688528060913
DJI_20240917112551_0426_D.JPG,QZ_Town,-89.5,96.2,112.5,3.5501741697312537,HIGH,TopN_Re-rank,RoMa,1029,0.013905805090199347,"[0.8068492412567139, 0.7704062461853027, 0.6893930435180664, 0.9836440086364746, 0.861738920211792]","[0.012000560760498047, 0.00899815559387207, 0.010005474090576172, 0.012103796005249023, 0.012999534606933594]",5.762993574142456
DJI_20240917112552_0427_D.JPG,QZ_Town,-89.5,95.2,112.5,3.027567317420746,HIGH,TopN_Re-rank,RoMa,1337,0.013855754688221922,"[0.8023025989532471, 0.7813012599945068, 0.6809322834014893, 0.6952900886535645, 1.3166978359222412]","[0.01300191879272461, 0.009512662887573242, 0.010518789291381836, 0.010524749755859375, 0.010513782501220703]",5.936721324920654
DJI_20240917112554_0428_D.JPG,QZ_Town,-89.5,97.1,112.6,3.605624552274452,HIGH,TopN_Re-rank,RoMa,1219,0.013834267854690552,"[0.9264049530029297, 0.7800724506378174, 0.6889669895172119, 0.6788268089294434, 0.6938505172729492]","[0.009516000747680664, 0.01051640510559082, 0.012517452239990234, 0.009515523910522461, 0.013030767440795898]",5.360765695571899
DJI_20240917112556_0429_D.JPG,QZ_Town,-89.5,96.6,112.6,2.364821254887487,HIGH,TopN_Re-rank,RoMa,980,0.013956244786580403,"[0.7465372085571289, 0.7356865406036377, 0.7041668891906738, 0.6704294681549072, 0.7829418182373047]","[0.011000394821166992, 0.009000539779663086, 0.014000654220581055, 0.012003183364868164, 0.010002613067626953]",5.27146053314209
