image_name,scene,ref_type,strategy,matching_method,pitch,yaw,altitude,pred_error,inlier_count,total_time,retrieval_time,match_time
DJI_20240917112155_0351_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-34.5,-155.8,38.4,147.89045026201907,347,3.998483896255493,0.012102177383702829,1.0406856536865234
DJI_20240917112200_0352_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-34.7,-155.8,38.4,158.30448308767853,167,3.9807493686676025,0.012089974289640374,1.0383319854736328
DJI_20240917112204_0353_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-34.7,-155.8,41.4,132.05010464492278,140,3.796103000640869,0.01242503380392962,1.1596181392669678
DJI_20240917112218_0354_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.5,-155.8,65.7,177.62461689741843,182,2.985278367996216,0.013466488231312145,1.0421168804168701
DJI_20240917112223_0355_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.5,118.2,71.9,98.14217067561357,70,2.6905276775360107,0.0135655306806468,1.0447595119476318
DJI_20240917112252_0363_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-30.8,85.2,72.8,159.3850466611921,165,2.1604762077331543,0.013851646649635445,1.029362678527832
DJI_20240917112254_0364_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.6,85.2,72.8,187.22949170348724,91,2.887139320373535,0.013441419179460644,1.0534210205078125
DJI_20240917112256_0365_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.6,71.4,72.7,124.05940517295086,308,2.7279536724090576,0.01348739278082754,1.0420520305633545
DJI_20240917112259_0366_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-42.5,71.4,72.8,214.1405954209592,55,2.6446638107299805,0.013459625932359203,1.0332906246185303
DJI_20240917112301_0367_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,71.4,72.8,80.82322823722038,34,2.651111125946045,0.013856963550343233,1.1621389389038086
DJI_20240917112304_0368_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,62.0,72.8,376.4390505325663,57,2.5247700214385986,0.013769548992777979,1.0279104709625244
DJI_20240917112306_0369_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,49.0,72.8,215.83193510740324,176,2.465550422668457,0.01358828602767572,1.0281879901885986
DJI_20240917112308_0370_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,32.3,73.3,228.1858576775356,122,2.536369800567627,0.013510592376129537,1.1602706909179688
DJI_20240917112310_0371_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,28.3,77.7,218.6237850247705,75,2.328237533569336,0.013756694928021498,1.0328254699707031
DJI_20240917112312_0372_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,13.0,78.4,493.1824939890495,107,2.3699467182159424,0.013587086995442709,1.0317916870117188
DJI_20240917112313_0373_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,10.0,79.1,370.54420144892833,203,2.377168655395508,0.013582060211583188,1.0298047065734863
DJI_20240917112315_0374_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,-13.8,79.2,257.4003481814314,44,2.4922118186950684,0.013531475067138672,1.1577792167663574
DJI_20240917112317_0375_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,-13.8,79.1,425.3955985424309,73,2.3772244453430176,0.013603080402721058,1.0329828262329102
DJI_20240917112319_0376_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,-21.7,79.7,310.81450161977216,188,2.3511576652526855,0.013798606227821027,1.040381669998169
DJI_20240917112321_0377_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,-27.6,81.3,381.9478351461011,156,2.381542444229126,0.013737294211316465,1.1547026634216309
DJI_20240917112322_0378_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,-46.6,81.2,79.21330218085096,42,2.2386415004730225,0.01375285662137545,1.0312976837158203
DJI_20240917112324_0379_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,-60.0,81.2,156.38148725880265,52,2.2674314975738525,0.013698034426745246,1.0314066410064697
DJI_20240917112327_0380_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-39.6,-70.1,81.2,62.8250710364278,65,2.2798445224761963,0.013811538468545942,1.0328905582427979
DJI_20240917112331_0381_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-42.1,-79.3,81.3,10.002385690932993,75,2.619412422180176,0.013696765325155603,1.1793973445892334
DJI_20240917112333_0382_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-43.3,-101.4,81.4,336.6313918707093,82,2.4843385219573975,0.01349478108542306,1.0366764068603516
DJI_20240917112335_0383_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.2,-101.4,81.4,14.005569449815596,120,2.5742013454437256,0.013499789185576386,1.0363614559173584
DJI_20240917112337_0384_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.2,-106.7,81.5,1855.9992618920967,162,2.584411144256592,0.013786607980728149,1.1664295196533203
DJI_20240917112339_0385_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.2,-108.3,81.5,47.678738425366824,64,2.4551072120666504,0.013684781586251608,1.0240094661712646
DJI_20240917112341_0386_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.2,-117.9,81.5,135.81279563710672,124,2.423407793045044,0.013894126965449406,1.0320770740509033
DJI_20240917112343_0387_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.2,-131.6,81.5,70.14899558677082,74,2.458008050918579,0.013736048340797424,1.035228967666626
DJI_20240917112345_0388_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.2,-143.9,81.5,386.3274117798344,77,2.572457790374756,0.013526133549066238,1.1659331321716309
DJI_20240917112346_0389_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.2,-151.5,81.5,34.96162240904231,91,2.4159016609191895,0.01368491370956619,1.0309128761291504
DJI_20240917112349_0390_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.2,-164.1,81.5,302.98940595774366,96,2.414011240005493,0.013675958295411702,1.030630111694336
DJI_20240917112350_0391_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.2,-164.1,81.5,14.059352817264987,75,2.572833299636841,0.01376917090597032,1.1746532917022705
DJI_20240917112353_0392_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-45.2,-173.1,81.5,335.8509737923723,190,2.589505910873413,0.013534205300467355,1.039731740951538
DJI_20240917112441_0393_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-46.8,-179.4,106.8,5.139118998982638,105,2.21450138092041,0.013983153527782809,1.0279629230499268
DJI_20240917112445_0394_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-46.8,-179.2,106.7,7.347108377166389,74,2.2100815773010254,0.013985176240244219,1.0367753505706787
DJI_20240917112447_0395_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-46.8,176.0,106.7,11.36142899372637,143,2.256507396697998,0.013840817568594949,1.1495962142944336
DJI_20240917112450_0396_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-63.4,175.3,106.7,15.120308696776652,131,2.4974730014801025,0.013579304078046013,1.0411500930786133
DJI_20240917112452_0397_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-66.3,175.3,106.7,38.24974335045023,131,2.5266335010528564,0.0136234067207159,1.0343022346496582
DJI_20240917112453_0398_D.JPG,QingZhou_2024,LOW,TopN,RoMa,-66.3,179.4,106.8,9.785288369906858,101,2.560532808303833,0.013507470488548279,1.1591682434082031
